Resource File,Task,Alt. title,Curricular Status,Featured,Description,Language,Alignment,Educational Subject,Educational Level,Audience,Educational Use,Interactivity Type,Source,Teaches,Tags,Select,Priority,Assigned to,Accession Number,Category,All taxonomy terms,Status,Date,Updated date,Upload date,Node id
http://localhost/content/nroer/content_video/FAMILY%20OF%20PLANES.webm,Family of planes,,CR,,"This is a programme of planes; deals with the concept of intersection of two planes
",English,NCF,Mathematics,Senior Secondary,Students,Videos,Expositive,"CIET, NCERT",Mathematics›Geometry›Shapes,,,normal,Renu_deswal,,task,"Senior Secondary
Expositive
Mathematics
NCF
Shapes
Students
Videos
CIET, NCERT
HAS DETAILED INFO
English
",HAS DETAILED INFO,"Friday, January 2, 2015 - 3:45pm","Friday, July 3, 2015 - 11:45am","Friday, January 2, 2015 - 10:37am",2762
http://localhost/content/nroer/content_video/MATHS%20CLASS-10TH%20MENSURATION.webm,Mensuration_Sector and Segment of a Circle,,CR,0,"This is a program on Mensuration; covers topics like sector and segment of a circle, circumference of circle, area and radius of circle
",English,NCF,Mathematics,Secondary,Students,Videos,Expositive,"CIET, NCERT",Mathematics›Geometry›Shapes,"circle, geometric measurement, shapes",,normal,_faculty_qa,,task,"Secondary
circle
Expositive
geometric measurement
Mathematics
NCF
shapes
Shapes
Students
Videos
CIET, NCERT
APPROVED
English
",APPROVED,"Wednesday, January 7, 2015 - 1:00pm","Wednesday, April 8, 2015 - 9:09am","Wednesday, January 7, 2015 - 8:46am",3678
http://localhost/content/nroer/content_video/NCERT%20-%20Maths%20Activity%20-%2024.webm,Geometrical Shapes_Activity,,CR,0,"This program is based on an activity to making three dimensional geometrical figures using papers and other two dimensional things
",English,NCF,Mathematics,"Upper Primary, Secondary",Students,Videos,Expositive,"CIET, NCERT",Mathematics›Geometry›Shapes,"geometrical figures, dimensions, plane",,normal,Versha,,task,"Upper Primary
Secondary
dimensions
Expositive
geometrical figures
Mathematics
NCF
plane
Shapes
Students
Videos
CIET, NCERT
HAS DETAILED INFO
English
",HAS DETAILED INFO,"Wednesday, January 7, 2015 - 9:00am","Tuesday, May 12, 2015 - 5:09am","Wednesday, January 7, 2015 - 3:59am",3334
http://localhost/content/nroer/content_video/NCERT%20-%20Maths%20Activity%20-%2027.webm,Mathematics Activity 027,,CR,0,"This program presents an activity for verifying the ratio among the volumes of a right circular cone, a hemisphere and right circular cylinder
",English,,Mathematics,"Upper Primary, Secondary","Students, Teachers",Videos,Expositive,"CIET, NCERT",Mathematics›Geometry›Shapes,"volume, cone, hemisphere, activity, cylinder, Ratio",,normal,aerum,,task,"Upper Primary
Secondary
activity
cone
cylinder
Expositive
hemisphere
Mathematics
Ratio
Shapes
Students
Teachers
Videos
volume
CIET, NCERT
APPROVED
English
",APPROVED,"Tuesday, March 31, 2015 - 4:45pm","Sunday, May 10, 2015 - 2:58pm","Tuesday, March 31, 2015 - 11:24am",10658
http://localhost/content/nroer/content_video/NCERT%20-%20Maths%20Activity%20-%2028.webm,Mathematics Activity 028,,CR,0,"This program presents an activity to find out volume of a combination of solid figures
",English,NCF,Mathematics,"Upper Primary, Secondary","Students, Teachers",Videos,Expositive,"CIET, NCERT",Mathematics›Geometry›Shapes,"volume, Solids, cylinder, shapes",,normal,aerum,,task,"Upper Primary
Secondary
cylinder
Expositive
Mathematics
NCF
shapes
Shapes
Solids
Students
Teachers
Videos
volume
CIET, NCERT
APPROVED
English
",APPROVED,"Tuesday, March 31, 2015 - 4:45pm","Sunday, May 10, 2015 - 2:59pm","Tuesday, March 31, 2015 - 11:24am",10657
http://localhost/content/nroer/content_video/NCERT%20-%20Maths%20Activity%20-%2030.webm,Mathematics Activity 030,,CR,0,"This program presents an activity to find out the surface area and volume of a frustum of a cone
",English,NCF,Mathematics,"Upper Primary, Secondary","Students, Teachers",Videos,Expositive,"CIET, NCERT",Mathematics›Geometry›Shapes,"surface area, volume, frustum, cone",,normal,aerum,,task,"Upper Primary
Secondary
cone
Expositive
frustum
Mathematics
NCF
Shapes
Students
surface area
Teachers
Videos
volume
CIET, NCERT
APPROVED
English
",APPROVED,"Tuesday, March 31, 2015 - 4:45pm","Sunday, May 10, 2015 - 3:02pm","Tuesday, March 31, 2015 - 11:24am",10655
http://localhost/content/nroer/content_video/PERIMETER.webm,परिमाप ,Perimeter,CR,0,"यह कार्यक्रम विभिन्न आकृतियो के  परिमाप की गणना पर आधारित है
",Hindi,NCF,Mathematics,Primary,Students,Videos,Expositive,"CIET, NCERT",Mathematics›Geometry›Shapes,"perimeters, shapes, boundary",,normal,Versha,,task,"Primary
boundary
Expositive
Mathematics
NCF
perimeters
shapes
Shapes
Students
Videos
CIET, NCERT
HAS DETAILED INFO
Hindi
",HAS DETAILED INFO,"Tuesday, January 6, 2015 - 2:15pm","Thursday, May 28, 2015 - 10:35am","Tuesday, January 6, 2015 - 10:06am",3257
http://localhost/content/nroer/content_video/SAMRUP%20TRIBHUJ%20%28SAMRUPTA-II%29.mp4.webm, समरूप त्रिभुज,Similar Triangles ,CR,0,"यह कार्यक्रम समरूप त्रिभुज पर विस्तार से प्रकाश डालता है
",Hindi,NCF,Mathematics,Secondary,,Videos,Expositive,"CIET, NCERT",Mathematics›Geometry›Shapes,"triangle, shapes, similarity",,normal,aerum,,task,"Secondary
Expositive
Mathematics
NCF
shapes
Shapes
similarity
triangle
Videos
CIET, NCERT
APPROVED
Hindi
",APPROVED,"Tuesday, March 24, 2015 - 4:45pm","Sunday, May 3, 2015 - 3:14pm","Tuesday, March 24, 2015 - 11:19am",10216
http://localhost/content/nroer/content_video/SAMRUPATA_0.webm, समरूपता,Congruence,CR,0,"इस कार्यक्रम में समरूपता को ध्यान में रखते हुए विभिन्न प्रकार की आकृतियों के रूप एवं आकारों का तुलनात्मक अध्ययन किया गया है
",Hindi,NCF,Mathematics,Secondary,Students,Videos,Expositive,"CIET, NCERT",Mathematics›Geometry›Shapes,"Euclidiean geometry, shapes, congruence",,normal,Versha,,task,"Secondary
congruence
Euclidiean geometry
Expositive
Mathematics
NCF
shapes
Shapes
Students
Videos
CIET, NCERT
HAS DETAILED INFO
Hindi
",HAS DETAILED INFO,"Wednesday, January 7, 2015 - 11:00am","Friday, May 15, 2015 - 8:40am","Wednesday, January 7, 2015 - 6:17am",3602
http://localhost/content/nroer/content_video/SAMRUPTA.mp4.webm, समरूपता ,Similarity,CR,0,"यह कार्यक्रम समरूपता पर विस्तार से प्रकाश डालता है
",Hindi,NCF,Mathematics,Secondary,,Videos,Expositive,"CIET, NCERT",Mathematics›Geometry›Shapes,"similarity, shapes",,normal,aerum,,task,"Secondary
Expositive
Mathematics
NCF
shapes
Shapes
similarity
Videos
CIET, NCERT
APPROVED
Hindi
",APPROVED,"Tuesday, March 24, 2015 - 4:45pm","Sunday, May 3, 2015 - 3:13pm","Tuesday, March 24, 2015 - 11:19am",10217
http://localhost/content/nroer/content_video/SIMILAR%20TRIN-PYTHAGORAS%20THEORM.webm,Similar Triangles and Pythagoras Theorem,,CR,0,"This program is based on similar triangles and their properties with examples and also describes the Pythagoras theorem
",English,NCF,Mathematics,"Secondary, Senior Secondary",Students,Videos,Expositive,"CIET, NCERT",Mathematics›Geometry›Shapes,"traingles, right angle triangle, hypoteneous",,normal,aerum,,task,"Secondary
Senior Secondary
Expositive
hypoteneous
Mathematics
NCF
right angle triangle
Shapes
Students
traingles
Videos
CIET, NCERT
APPROVED
English
",APPROVED,"Wednesday, January 21, 2015 - 12:45pm","Tuesday, May 12, 2015 - 5:04pm","Wednesday, January 21, 2015 - 7:21am",4612
http://localhost/content/nroer/content_video/SIMILARITY%20OF%20TRIANG.%28PROB.SOL%29.webm,Similarity of Triangles: Problem Solving,,CR,,"This program is based on Similar triangles as deals with the concept of similarity of triangles with problem solving method
",English,NCF,Mathematics,Senior Secondary,Students,Videos,Expositive,"CIET, NCERT",Mathematics›Geometry›Shapes,"similar things, triangles, types of triangles",,normal,Versha,,task,"Senior Secondary
Expositive
Mathematics
NCF
Shapes
similar things
Students
triangles
types of triangles
Videos
CIET, NCERT
HAS DETAILED INFO
English
",HAS DETAILED INFO,"Wednesday, January 7, 2015 - 1:00pm","Wednesday, May 6, 2015 - 7:29am","Wednesday, January 7, 2015 - 8:38am",3638
http://localhost/content/nroer/content_video/SIMILIAR%20TRIANGLES.webm,Similarity of Triangles,,CR,0,"This program is based on explaining the concept of similarity of triangles by problem solving method
",English,NCF,Mathematics,"Secondary, Senior Secondary",Students,Videos,Expositive,"CIET, NCERT",Mathematics›Geometry›Shapes,"similarity, Constructions, two dimensional shapes",,normal,aerum,,task,"Secondary
Senior Secondary
Constructions
Expositive
Mathematics
NCF
Shapes
similarity
Students
two dimensional shapes
Videos
CIET, NCERT
LOCKED
English
",LOCKED,"Wednesday, January 7, 2015 - 1:00pm","Thursday, May 14, 2015 - 6:16pm","Wednesday, January 7, 2015 - 8:43am",3665
http://localhost/content/nroer/content_video/SPARSH%20REKHAAYEIN_0.webm,स्पर्श रेखा और जीवाएं,Tangent Line and Chords,CR,0,"प्रस्तुत कार्यक्रम में स्पर्श रेखा तथा स्पर्श बिंदु से खींची गई वृत्त की जीवा की रचना को प्रमेय द्वारा समझाया गया है
",Hindi,NCF,Mathematics,"Upper Primary, Secondary",Students,Videos,Expositive,"CIET, NCERT",Mathematics›Geometry›Shapes,"chord, Circle, Geometry, curve, shape",,normal,aerum,,task,"Upper Primary
Secondary
chord
Circle
curve
Expositive
Geometry
Mathematics
NCF
shape
Shapes
Students
Videos
CIET, NCERT
APPROVED
Hindi
",APPROVED,"Wednesday, January 7, 2015 - 11:00am","Sunday, May 3, 2015 - 3:40pm","Wednesday, January 7, 2015 - 6:21am",3631
http://localhost/content/nroer/content_video/TANGENTS%20%26%20NORMALS%20TO%20A%20CIRCLE-1.webm, Tangents and Normals to a Circle_01,,CR,0,"This is a program on tangents and normals to a circle; covers relation between line and circle, pair of circles and how to find equation of tangent to a given circle
",English,NCF,Mathematics,"Secondary, Senior Secondary",Students,Videos,Expositive,"CIET, NCERT",Mathematics›Geometry›Shapes,"circle, Geometry, shapes",,normal,_faculty_qa,,task,"Secondary
Senior Secondary
circle
Expositive
Geometry
Mathematics
NCF
shapes
Shapes
Students
Videos
CIET, NCERT
APPROVED
English
",APPROVED,"Wednesday, January 7, 2015 - 11:00am","Tuesday, April 7, 2015 - 12:17pm","Wednesday, January 7, 2015 - 6:16am",3596
http://localhost/content/nroer/content_video/TANGENTS%20%26%20NORMALS%20TO%20A%20CIRCLE-2.webm, Tangents and Normals to a Circle_02,,CR,0,"This is a program on tangents and normals to a circle; covers relation between a line and a circle, pair of lines in a plane and how to find equation of tangent to a given line and length of tangents from a given point
",English,NCF,Mathematics,Senior Secondary,Students,Videos,Expositive,"CIET, NCERT",Mathematics›Geometry›Shapes,"circle, Geometry, shape, line, tangent, normals",,normal,_faculty_qa,,task,"Senior Secondary
circle
Expositive
Geometry
line
Mathematics
NCF
normals
shape
Shapes
Students
tangent
Videos
CIET, NCERT
APPROVED
English
",APPROVED,"Wednesday, January 7, 2015 - 9:45am","Tuesday, April 7, 2015 - 4:16pm","Wednesday, January 7, 2015 - 4:58am",3550
http://localhost/content/nroer/content_video/TILPAT%20MAHTS%20TEACHING.webm,चतुर्भुजों एवं त्रिभुजों का क्षेत्रफल,Area of quadrilaterals and triangles,CR,0,"इस कार्यक्रम मे  कक्षा शिक्षण के माध्यम से चतुर्भुजों एवं त्रिभुजों के क्षेत्रफल के विषय में बताया गया है
",Hindi,NCF,Mathematics,Secondary,Students,,Expositive,"CIET, NCERT",Mathematics›Geometry›Shapes,"polygons, angle, elementary shape.",,normal,devashish,,task,"Secondary
angle
elementary shape.
Expositive
Mathematics
NCF
polygons
Shapes
Students
CIET, NCERT
HAS DETAILED INFO
Hindi
",HAS DETAILED INFO,"Wednesday, January 7, 2015 - 11:00am","Friday, May 8, 2015 - 7:14am","Wednesday, January 7, 2015 - 6:18am",3609
http://localhost/content/nroer/content_video/TRIAYAMI%20AKRITIYON%20KA%20MAAPAN%20P-4.webm,त्रिआयामी आकृतियों का मापन भाग_4,Measurement of three dimensional shapes_4,XCR,0,"इस कार्यक्रम में त्रिआयामी आकृतियों के मापन को बताया गया है
",Hindi,NCF,Mathematics,Secondary,Students,Videos,Expositive,"CIET, NCERT",Mathematics›Geometry›Shapes,"shapes, Dimentions",,normal,maneesha,,task,"Secondary
Dimentions
Expositive
Mathematics
NCF
shapes
Shapes
Students
Videos
CIET, NCERT
HAS DETAILED INFO
Hindi
",HAS DETAILED INFO,"Tuesday, March 24, 2015 - 4:45pm","Friday, May 8, 2015 - 5:40am","Tuesday, March 24, 2015 - 11:18am",10213
public://resources/anglesumpropertyofatriangle.html,Angle Sum Property of a Triangle,,CR,0,"This Geogebra applet is about the angle sum property of a triangle (Source: http://www.geogebratube.org/material/show/id/10664)
",English,NCF,Mathematics,Upper Primary,"Students, Teachers",Interactives,Active,Geogebratube,Mathematics›Geometry›Shapes,"triangle, angle sum property",,normal,,,task,"Upper Primary
Active
angle sum property
Geogebratube
Interactives
Mathematics
NCF
Shapes
Students
Teachers
triangle
APPROVED
English
",APPROVED,,"Tuesday, July 28, 2015 - 7:12am","Tuesday, July 28, 2015 - 7:12am",11471
public://resources/circleanditsrelatedterms.html,Circle and its Related Terms,,CR,0,"This Geogebra applet is about a circle; using this applet one can understand the terms related to a circle (Source: http://www.geogebratube.org/material/show/id/6218)
",English,NCF,Mathematics,Upper Primary,"Students, Teachers",Interactives,Active,Geogebratube,Mathematics›Geometry›Shapes,"circle, shapes",,normal,,,task,"Upper Primary
Active
circle
Geogebratube
Interactives
Mathematics
NCF
shapes
Shapes
Students
Teachers
APPROVED
English
",APPROVED,,"Tuesday, July 28, 2015 - 5:20am","Tuesday, July 28, 2015 - 5:20am",11485
public://resources/coneandcylinder.html,Cone and Cylinder,,CR,0,"This Geogebra applet is about a cone and cylinder; can be used to view cone and cylinder from different perspectives (Source : http://www.geogebratube.org/material/show/id/40918)
",English,NCF,Mathematics,Secondary,"Students, Teachers",Interactives,Active,"Panayiotis Panayiotou, Geogebratube",Mathematics›Geometry›Shapes,"geometry, shapes, cone, cylinder",,normal,,,task,"Secondary
Active
cone
cylinder
geometry
Interactives
Mathematics
NCF
Panayiotis Panayiotou, Geogebratube
shapes
Shapes
Students
Teachers
APPROVED
English
",APPROVED,,"Tuesday, July 28, 2015 - 5:00am","Tuesday, July 28, 2015 - 5:00am",11490
public://resources/Cyclic_%20Quadrilateral.htm,Cyclic Quadrilateral,,CR,0,"This Geogebra applet is about cyclic quadrilaterals; this applet helps one to explore the properties of a cyclic quadrilateral
",English,NCF,Mathematics,Secondary,"Students, Teachers",Interactives,Active,"CIET, NCERT",Mathematics›Geometry›Shapes,"Geometry, shapes, quadrilateral",,normal,,,task,"Secondary
Active
Geometry
Interactives
Mathematics
NCF
quadrilateral
shapes
Shapes
Students
Teachers
CIET, NCERT
APPROVED
English
",APPROVED,,"Monday, May 4, 2015 - 4:09am","Thursday, April 16, 2015 - 7:30am",11125
public://resources/Cylinder.htm,Cylinder,,CR,0,"This Geogebra applet is about a cylinder; can be used to explore the cylinder and its surface area formula (Source: http://www.geogebratube.org/user/profile/id/16571)
",English,NCF,Mathematics,Secondary,"Students, Teachers",Interactives,Active,"Edward M.Knote, Geogebratube",Mathematics›Geometry›Shapes,"Geometry, shapes, cylinder, surface area",,normal,,,task,"Secondary
Active
cylinder
Edward M.Knote, Geogebratube
Geometry
Interactives
Mathematics
NCF
shapes
Shapes
Students
surface area
Teachers
APPROVED
English
",APPROVED,,"Monday, May 4, 2015 - 3:12am","Monday, April 27, 2015 - 12:05pm",11491
public://resources/femh105.epub,Understanding Elementary Shapes,NA,CR,0,"Chapter 05 of the Mathematics textbook for class 06
",English,NCF,Mathematics,Upper Primary,Students,Documents,Expositive,NCERT,Mathematics›Geometry›Shapes,"Line segments, shapes, angles, triangles, polygons, three dimensional shapes",,normal,,,task,"Upper Primary
angles
Documents
Expositive
Line segments
Mathematics
NCF
polygons
shapes
Shapes
Students
three dimensional shapes
triangles
NCERT
APPROVED
English
",APPROVED,,"Monday, June 8, 2015 - 6:12am","Wednesday, June 3, 2015 - 6:13am",13230
public://resources/femh105.pdf,Understanding Elementary Shapes,,CR,0,"Chapter 05 of the Mathematics textbook for class 06
",English,NCF,Mathematics,Upper Primary,Students,Documents,Expositive,NCERT,Mathematics›Geometry›Shapes,"Line segments, shapes, angles, triangles, polygons, three dimensional shapes",,normal,,,task,"Upper Primary
angles
Documents
Expositive
Line segments
Mathematics
NCF
polygons
shapes
Shapes
Students
three dimensional shapes
triangles
NCERT
APPROVED
English
",APPROVED,,"Friday, May 29, 2015 - 6:09am","Friday, May 29, 2015 - 6:09am",13023
public://resources/femh113.epub,Symmetry,NA,CR,0,"Chapter 13 of the Mathematics textbook for class 06
",English,NCF,Mathematics,Upper Primary,Students,Documents,Expositive,NCERT,Mathematics›Geometry›Shapes,"Shapes, symmetry, reflection",,normal,,,task,"Upper Primary
Documents
Expositive
Mathematics
NCF
reflection
Shapes
Shapes
Students
symmetry
NCERT
APPROVED
English
",APPROVED,,"Monday, June 8, 2015 - 6:12am","Wednesday, June 3, 2015 - 6:13am",13239
public://resources/femh113.pdf,Symmetry,,CR,0,"Chapter 13 of the Mathematics textbook for class 06
",English,NCF,Mathematics,Upper Primary,Students,Documents,Expositive,NCERT,Mathematics›Geometry›Shapes,"Shapes, symmetry, reflection",,normal,,,task,"Upper Primary
Documents
Expositive
Mathematics
NCF
reflection
Shapes
Shapes
Students
symmetry
NCERT
APPROVED
English
",APPROVED,,"Friday, May 29, 2015 - 6:09am","Friday, May 29, 2015 - 6:09am",13030
public://resources/fhmh105.epub,प्रारंभिक आकारों को समझना,Understanding Elementary Shapes,CR,0,"कक्षा 06 के लिए गणित की पाठ्यपुस्तक का अध्याय 05
",Hindi,NCF,Mathematics,Upper Primary,Students,Documents,Expositive,NCERT,Mathematics›Geometry›Shapes,"Line segments, shapes, angles, triangles, polygons, three dimensional shapes",,normal,,,task,"Upper Primary
angles
Documents
Expositive
Line segments
Mathematics
NCF
polygons
shapes
Shapes
Students
three dimensional shapes
triangles
NCERT
APPROVED
Hindi
",APPROVED,,"Friday, June 12, 2015 - 10:05am","Friday, June 12, 2015 - 10:05am",14181
public://resources/fhmh105.pdf,प्रारंभिक आकारों को समझना,Understanding Elementary Shapes,CR,0,"कक्षा 06 के लिए गणित की पाठ्यपुस्तक का अध्याय 05
",Hindi,NCF,Mathematics,Upper Primary,Students,Documents,Expositive,NCERT,Mathematics›Geometry›Shapes,"Line segments, shapes, angles, triangles, polygons, three dimensional shapes",,normal,,,task,"Upper Primary
angles
Documents
Expositive
Line segments
Mathematics
NCF
polygons
shapes
Shapes
Students
three dimensional shapes
triangles
NCERT
APPROVED
Hindi
",APPROVED,,"Monday, June 15, 2015 - 7:05am","Monday, June 15, 2015 - 7:05am",14292
public://resources/fhmh113.epub,सममिति,Symmetry,CR,0,"कक्षा 06 के लिए गणित की पाठ्यपुस्तक का अध्याय 13
",Hindi,NCF,Mathematics,Upper Primary,Students,Documents,Expositive,NCERT,Mathematics›Geometry›Shapes,"Shapes, symmetry, reflection",,normal,,,task,"Upper Primary
Documents
Expositive
Mathematics
NCF
reflection
Shapes
Shapes
Students
symmetry
NCERT
APPROVED
Hindi
",APPROVED,,"Friday, June 12, 2015 - 10:05am","Friday, June 12, 2015 - 10:05am",14189
public://resources/fhmh113.pdf,सममिति,Symmetry,CR,0,"कक्षा 06 के लिए गणित की पाठ्यपुस्तक का अध्याय 13
",Hindi,NCF,Mathematics,Upper Primary,Students,Documents,Expositive,NCERT,Mathematics›Geometry›Shapes,"Shapes, symmetry, reflection",,normal,,,task,"Upper Primary
Documents
Expositive
Mathematics
NCF
reflection
Shapes
Shapes
Students
symmetry
NCERT
APPROVED
Hindi
",APPROVED,,"Monday, June 15, 2015 - 7:05am","Monday, June 15, 2015 - 7:05am",14300
public://resources/Frustum.htm,Frustum,,CR,0,"This Geogebra applet helps explore frustum from different angles (Source : http://www.geogebratube.org/material/show/id/40920)
",English,NCF,Mathematics,Secondary,"Students, Teachers",Interactives,Active,"Panayiotis Panayiotou, Geogebratube",Mathematics›Geometry›Shapes,"Geometry, shapes",,normal,,,task,"Secondary
Active
Geometry
Interactives
Mathematics
NCF
Panayiotis Panayiotou, Geogebratube
shapes
Shapes
Students
Teachers
APPROVED
English
",APPROVED,,"Monday, May 4, 2015 - 5:09am","Monday, April 27, 2015 - 12:12pm",11502
public://resources/gemh106.epub,The Triangle and its Properties,NA,CR,0,"Chapter 06 of the Mathematics textbook for class 07
",English,NCF,Mathematics,Upper Primary,Students,Documents,Expositive,NCERT,Mathematics›Geometry›Shapes,"Shapes, triangle",,normal,,,task,"Upper Primary
Documents
Expositive
Mathematics
NCF
Shapes
Shapes
Students
triangle
NCERT
APPROVED
English
",APPROVED,,"Monday, June 8, 2015 - 6:12am","Wednesday, June 3, 2015 - 6:13am",13246
public://resources/gemh106.pdf,The Triangle and its Properties,,CR,0,"Chapter 06 of the Mathematics textbook for class 07
",English,NCF,Mathematics,Upper Primary,Students,Documents,Expositive,NCERT,Mathematics›Geometry›Shapes,"Shapes, triangle",,normal,,,task,"Upper Primary
Documents
Expositive
Mathematics
NCF
Shapes
Shapes
Students
triangle
NCERT
APPROVED
English
",APPROVED,,"Friday, May 29, 2015 - 6:09am","Friday, May 29, 2015 - 6:09am",13037
public://resources/gemh107.epub,Congruence of Triangles,NA,CR,0,"Chapter 07 of the Mathematics textbook for class 07
",English,NCF,Mathematics,Upper Primary,Students,Documents,Expositive,NCERT,Mathematics›Geometry›Shapes,"Shapes, triangle, congruence, angles",,normal,,,task,"Upper Primary
angles
congruence
Documents
Expositive
Mathematics
NCF
Shapes
Shapes
Students
triangle
NCERT
APPROVED
English
",APPROVED,,"Monday, June 8, 2015 - 6:12am","Wednesday, June 3, 2015 - 6:13am",13247
public://resources/gemh107.pdf,Congruence of Triangles,,CR,0,"Chapter 07 of the Mathematics textbook for class 07
",English,NCF,Mathematics,Upper Primary,Students,Documents,Expositive,NCERT,Mathematics›Geometry›Shapes,"Shapes, triangle, congruence, angles",,normal,,,task,"Upper Primary
angles
congruence
Documents
Expositive
Mathematics
NCF
Shapes
Shapes
Students
triangle
NCERT
APPROVED
English
",APPROVED,,"Friday, May 29, 2015 - 6:09am","Friday, May 29, 2015 - 6:09am",13038
public://resources/gemh114.epub,Symmetry,NA,CR,0,"Chapter 14 of the Mathematics textbook for class 07
",English,NCF,Mathematics,Upper Primary,Students,Documents,Expositive,NCERT,Mathematics›Geometry›Shapes,"Shapes, line symmetry, rotational symmetry",,normal,,,task,"Upper Primary
Documents
Expositive
line symmetry
Mathematics
NCF
rotational symmetry
Shapes
Shapes
Students
NCERT
APPROVED
English
",APPROVED,,"Monday, June 8, 2015 - 6:12am","Wednesday, June 3, 2015 - 6:13am",13254
public://resources/gemh114.pdf,Symmetry,,CR,0,"Chapter 14 of the Mathematics textbook for class 07
",English,NCF,Mathematics,Upper Primary,Students,Documents,Expositive,NCERT,Mathematics›Geometry›Shapes,"Shapes, line symmetry, rotational symmetry",,normal,,,task,"Upper Primary
Documents
Expositive
line symmetry
Mathematics
NCF
rotational symmetry
Shapes
Shapes
Students
NCERT
APPROVED
English
",APPROVED,,"Friday, May 29, 2015 - 6:09am","Friday, May 29, 2015 - 6:09am",13045
public://resources/gemh115.epub,Visualising Solid Shapes,NA,CR,0,"Chapter 15 of the Mathematics textbook for class 07
",English,NCF,Mathematics,Upper Primary,Students,Documents,Expositive,NCERT,Mathematics›Geometry›Shapes,"Geometry, shapes, solid shapes, faces, edges, vertices",,normal,,,task,"Upper Primary
Documents
edges
Expositive
faces
Geometry
Mathematics
NCF
shapes
Shapes
solid shapes
Students
vertices
NCERT
APPROVED
English
",APPROVED,,"Monday, June 8, 2015 - 6:12am","Wednesday, June 3, 2015 - 6:13am",13255
public://resources/gemh115.pdf,Visualising Solid Shapes,,CR,0,"Chapter 15 of the Mathematics textbook for class 07
",English,NCF,Mathematics,Upper Primary,Students,Documents,Expositive,NCERT,Mathematics›Geometry›Shapes,"Geometry, shapes, solid shapes, faces, edges, vertices",,normal,,,task,"Upper Primary
Documents
edges
Expositive
faces
Geometry
Mathematics
NCF
shapes
Shapes
solid shapes
Students
vertices
NCERT
APPROVED
English
",APPROVED,,"Friday, May 29, 2015 - 6:09am","Friday, May 29, 2015 - 6:09am",13046
public://resources/ghmh106.epub,त्रिभुज और उसके गुण,The Triangle and its Properties,CR,0,"कक्षा 07 के लिए गणित की पाठ्यपुस्तक का अध्याय 06
",Hindi,NCF,Mathematics,Upper Primary,Students,Documents,Expositive,NCERT,Mathematics›Geometry›Shapes,"Shapes, triangle",,normal,,,task,"Upper Primary
Documents
Expositive
Mathematics
NCF
Shapes
Shapes
Students
triangle
NCERT
APPROVED
Hindi
",APPROVED,,"Friday, June 12, 2015 - 10:05am","Friday, June 12, 2015 - 10:05am",14196
public://resources/ghmh106.pdf,त्रिभुज और उसके गुण,The Triangle and its Properties,CR,0,"कक्षा 07 के लिए गणित की पाठ्यपुस्तक का अध्याय 06
",Hindi,NCF,Mathematics,Upper Primary,Students,Documents,Expositive,NCERT,Mathematics›Geometry›Shapes,"Shapes, triangle",,normal,,,task,"Upper Primary
Documents
Expositive
Mathematics
NCF
Shapes
Shapes
Students
triangle
NCERT
APPROVED
Hindi
",APPROVED,,"Monday, June 15, 2015 - 7:05am","Monday, June 15, 2015 - 7:05am",14307
public://resources/ghmh107.epub,घातांक और घात,Congruence of Triangles,CR,0,"कक्षा 07 के लिए गणित की पाठ्यपुस्तक का अध्याय 07
",Hindi,NCF,Mathematics,Upper Primary,Students,Documents,Expositive,NCERT,Mathematics›Geometry›Shapes,"Shapes, triangle, congruence, angles",,normal,,,task,"Upper Primary
angles
congruence
Documents
Expositive
Mathematics
NCF
Shapes
Shapes
Students
triangle
NCERT
APPROVED
Hindi
",APPROVED,,"Monday, June 15, 2015 - 4:24am","Monday, June 15, 2015 - 4:24am",14229
public://resources/ghmh107.pdf,घातांक और घात,Congruence of Triangles,CR,0,"कक्षा 07 के लिए गणित की पाठ्यपुस्तक का अध्याय 07
",Hindi,NCF,Mathematics,Upper Primary,Students,Documents,Expositive,NCERT,Mathematics›Geometry›Shapes,"Shapes, triangle, congruence, angles",,normal,,,task,"Upper Primary
angles
congruence
Documents
Expositive
Mathematics
NCF
Shapes
Shapes
Students
triangle
NCERT
APPROVED
Hindi
",APPROVED,,"Monday, June 15, 2015 - 7:05am","Monday, June 15, 2015 - 7:05am",14308
public://resources/ghmh114.epub,सममिति,Symmetry,CR,0,"कक्षा 07 के लिए गणित की पाठ्यपुस्तक का अध्याय 14
",Hindi,NCF,Mathematics,Upper Primary,Students,Documents,Expositive,NCERT,Mathematics›Geometry›Shapes,"Shapes, line symmetry, rotational symmetry",,normal,,,task,"Upper Primary
Documents
Expositive
line symmetry
Mathematics
NCF
rotational symmetry
Shapes
Shapes
Students
NCERT
APPROVED
Hindi
",APPROVED,,"Monday, June 15, 2015 - 4:24am","Monday, June 15, 2015 - 4:24am",14236
public://resources/ghmh114.pdf,सममिति,Symmetry,CR,0,"कक्षा 07 के लिए गणित की पाठ्यपुस्तक का अध्याय 14
",Hindi,NCF,Mathematics,Upper Primary,Students,Documents,Expositive,NCERT,Mathematics›Geometry›Shapes,"Shapes, line symmetry, rotational symmetry",,normal,,,task,"Upper Primary
Documents
Expositive
line symmetry
Mathematics
NCF
rotational symmetry
Shapes
Shapes
Students
NCERT
APPROVED
Hindi
",APPROVED,,"Monday, June 15, 2015 - 8:37am","Monday, June 15, 2015 - 8:37am",14315
